類型,代碼,學校名稱,公/私立,縣市名稱,郵遞區號,地址,電話,網址
學校,124523,市立湖內國中,公立,[12]高雄市,829,高雄市湖內區公?里中山路二段63號,(07)6993008,http://www.hn.ks.edu.tw
遊樂園,124524,市立茄萣國中,公立,[12]高雄市,852,高雄市茄萣區白雲里濱海路四段29號,(07)6900054,http://www.qdm.ks.edu.tw
遊樂園,124525,市立田寮國中,公立,[12]高雄市,823,高雄市田寮區南安里崗安路48號,(07)6361687,http://www.tia.ks.edu.tw
遊樂園,124526,市立彌陀國中,公立,[12]高雄市,827,高雄市彌陀區海尾里進學路136號,(07)6178424,http://www.mtm.ks.edu.tw
站台01,124527,市立旗山國中,公立,[12]高雄市,842,高雄市旗山區大德里中學路42號,(07)6612103,http://www.csj.ks.edu.tw
站台01,124528,市立圓富國中,公立,[12]高雄市,842,高雄市旗山區圓富里旗甲路2段609號,(07)6691004,http://www.yfm.ks.edu.tw
站台02,124529,市立大洲國中,公立,[12]高雄市,842,高雄市旗山區新光里新南巷5號,(07)6661378,http://www.dz.ks.edu.tw
站台02,124530,市立美濃國中,公立,[12]高雄市,843,高雄市美濃區合和里中正路一段191號,(07)6816166,http://www.mnm.ks.edu.tw
站台02,124531,市立南隆國中,公立,[12]高雄市,843,高雄市美濃區南中街3號,(07)6831154,http://www.nl.ks.edu.tw
社大,124532,市立龍肚國中,公立,[12]高雄市,843,高雄市美濃區龍山里中華路68號,(07)6851314,http://www.ldm.ks.edu.tw
社大,124534,市立寶來國中,公立,[12]高雄市,844,高雄市六龜區寶來里中正路137號,(07)6881258,http://www.blm.ks.edu.tw
社大,124535,市立杉林國中,公立,[12]高雄市,846,高雄市杉林區月眉里清水路6號,(07)6771108,http://www.slm.ks.edu.tw
社大,124536,市立內門國中,公立,[12]高雄市,845,高雄市內門區中正路160巷30號,(07)6671002,http://www.nmm.ks.edu.tw
社大,124537,市立甲仙國中,公立,[12]高雄市,847,高雄市甲仙區東安里文化南路6號,(07)6751018,http://www.jxm.ks.edu.tw
學校,124538,市立中芸國中,公立,[12]高雄市,832,高雄市林園區中芸里中芸路3之100號,(07)6425223,http://www.zym.ks.edu.tw
學校,124539,市立中庄國中,公立,[12]高雄市,831,高雄市大寮區中庄里光明路三段1437號,(07)7033166,http://www.zzm.ks.edu.tw
學校,124541,市立蚵寮國中,公立,[12]高雄市,826,高雄市梓官區智蚵里中正二街60號,(07)6175389,http://www.klm.ks.edu.tw
學校,124542,市立那瑪夏國中,公立,[12]高雄市,849,高雄市那瑪夏區瑪雅里平和巷171號,(07)6701813,http://www.sm.ks.edu.tw
遊樂園,124543,市立青年國中,公立,[12]高雄市,830,高雄市鳳山區青年路二段89號,(07)7190419,http://www.qnm.ks.edu.tw
遊樂園,124544,市立一甲國中,公立,[12]高雄市,821,高雄市路竹區一甲路111號,(07)6977479,http://www.yjm.ks.edu.tw
遊樂園,124545,市立大灣國中,公立,[12]高雄市,814,高雄市仁武區大灣里仁雄路99號,(07)3711715,http://www.dwm.ks.edu.tw/school/web/index.php
站台01,124546,市立嘉興國中,公立,[12]高雄市,820,高雄市岡山區嘉興里信中街486號,(07)6221039,http://www.jsm.ks.edu.tw
站台01,124547,市立茂林國中,公立,[12]高雄市,851,高雄市茂林區茂林里4之5號,(07)6801153,http://www.ml.ks.edu.tw
站台02,124548,市立桃源國中,公立,[12]高雄市,848,高雄市桃源區勤和里南橫公路三段201號,(07)6861133,http://www.ty.ks.edu.tw
站台02,124549,市立中崙國中,公立,[12]高雄市,830,高雄市鳳山區中崙二路487號,(07)7538686,http://www.zlm.ks.edu.tw
站台02,124550,市立鳳翔國中,公立,[12]高雄市,830,高雄市鳳山區保義街100號,(07)7929337,http://www.flyjh.kh.edu.tw/
社大,513501,市立鹽埕國中,公立,[51]高雄市,803,高雄市鹽埕區新樂街46號,(07)5211283,http://www.yacjh.kh.edu.tw
社大,523502,市立壽山國中,公立,[52]高雄市,804,高雄市鼓山區鼓山二路37巷108號,(07)5519150,http://www.ssjh.kh.edu.tw
社大,523503,市立明華國中,公立,[52]高雄市,804,高雄市鼓山區明誠三路582號,(07)5502002,http://www.mhjh.kh.edu.tw
社大,523504,市立七賢國中,公立,[52]高雄市,804,高雄市鼓山區美術東三路110號,(07)2810946,http://www.chihjh.kh.edu.tw
社大,533501,市立左營國中,公立,[53]高雄市,813,高雄市左營區曾子路281號,(07)3433080,http://www.tyjh.kh.edu.tw
學校,533502,市立大義國中,公立,[53]高雄市,813,高雄市左營區翠華路687號,(07)5820191,http://www.dyjh.kh.edu.tw
學校,533503,市立立德國中,公立,[53]高雄市,813,高雄市左營區實踐路101號,(07)5811985,http://www.ltjh.kh.edu.tw
學校,533504,市立龍華國中,公立,[53]高雄市,813,高雄市左營區自由二路2號,(07)5570720,http://www.lhjh.kh.edu.tw
學校,533505,市立福山國中,公立,[53]高雄市,813,高雄市左營區重信路215號,(07)3501581,http://www.fsjh.kh.edu.tw
遊樂園,533506,市立文府國中,公立,[53]高雄市,813,高雄市左營區福山里文府路401號,(07)3495569,http://www.zywfjh.kh.edu.tw/
遊樂園,543501,市立楠梓國中,公立,[54]高雄市,811,高雄市楠梓區楠梓路336號,(07)3517191,http://www.ntjh.kh.edu.tw
遊樂園,543502,市立右昌國中,公立,[54]高雄市,811,高雄市楠梓區興昌里盛昌街161號,(07)3640451,http://www.yocjh.kh.edu.tw
站台01,543503,市立後勁國中,公立,[54]高雄市,811,高雄市楠梓區加昌路180號,(07)3654111,http://www.hpjh.kh.edu.tw
站台01,543504,市立國昌國中,公立,[54]高雄市,811,高雄市楠梓區德民路1010號,(07)3644300,http://www.kcjh.kh.edu.tw
站台02,543505,市立翠屏國中(小),公立,[54]高雄市,811,高雄市楠梓區翠屏路135號,(07)3683018,http://www.tpjh.kh.edu.tw
站台02,553501,市立鼎金國中,公立,[55]高雄市,807,高雄市三民區鼎山街445號,(07)3831029,http://www.djjh.kh.edu.tw
站台02,553502,市立三民國中,公立,[55]高雄市,807,高雄市三民區十全一路200號,(07)3227751,http://www.smjh.kh.edu.tw
社大,553503,市立民族國中,公立,[55]高雄市,807,高雄市三民區覺民路363號,(07)3818718,http://www.mtjh.kh.edu.tw
社大,553504,市立陽明國中,公立,[55]高雄市,807,高雄市三民區義華路166號,(07)3892919,http://www.ymjh.kh.edu.tw
社大,553505,市立正興國中,公立,[55]高雄市,807,高雄市三民區覺民路850號,(07)3809591,http://www.chehjh.kh.edu.tw
社大,573501,市立前金國中,公立,[57]高雄市,801,高雄市前金區六合二路278號,(07)2725981,http://www.ccjh.kh.edu.tw
社大,583501,市立苓雅國中,公立,[58]高雄市,802,高雄市苓雅區四維三路176號,(07)3353307,http://www.lyjh.kh.edu.tw
學校,583502,市立五福國中,公立,[58]高雄市,802,高雄市苓雅區五福一路12號,(07)2223036,http://www.wfjh.kh.edu.tw
學校,583503,市立大仁國中,公立,[58]高雄市,802,高雄市苓雅區建國一路148號,(07)7114302,http://www.tjjh.kh.edu.tw
學校,583505,市立英明國中,公立,[58]高雄市,802,高雄市苓雅區英明路147號,(07)7150949,http://www.inmjh.kh.edu.tw
學校,593501,市立獅甲國中,公立,[59]高雄市,806,高雄市前鎮區中山三路43號,(07)3331522,http://www.scjh.kh.edu.tw
遊樂園,593502,市立前鎮國中,公立,[59]高雄市,806,高雄市前鎮區新衙路17號,(07)8217677,http://www.qzjh.kh.edu.tw
遊樂園,593503,市立瑞豐國中,公立,[59]高雄市,806,高雄市前鎮區瑞興街99號,(07)7713181,http://school.kh.edu.tw/index.php?WebID=65
遊樂園,593504,市立光華國中,公立,[59]高雄市,806,高雄市前鎮區和平二路170號,(07)7222622,http://www.khjh.kh.edu.tw
站台01,593505,市立興仁國中,公立,[59]高雄市,806,高雄市前鎮區德昌路345號,(07)8218110,http://www.hjjh.kh.edu.tw
站台01,603501,市立旗津國中,公立,[60]高雄市,805,高雄市旗津區中洲二路207號,(07)5714595,http://www.cjjh.kh.edu.tw
站台02,613501,市立小港國中,公立,[61]高雄市,812,高雄市小港區平和南路185號,(07)8215929,http://www.hkjh.kh.edu.tw
站台02,613502,市立鳳林國中,公立,[61]高雄市,812,高雄市小港區龍鳳路559號,(07)8711130,http://www.fljh.kh.edu.tw
站台02,613503,市立中山國中,公立,[61]高雄市,812,高雄市小港區漢民路352號,(07)8021765,http://www.csjh.kh.edu.tw
社大,613504,市立明義國中,公立,[61]高雄市,812,高雄市小港區明義街2號,(07)7911295,http://www.myjh.kh.edu.tw
社大,24501,縣立宜蘭國中,公立,[02]宜蘭縣,260,宜蘭縣宜蘭市樹人路37號,(03)9322519,http://www.iljh.ilc.edu.tw/iljhs/iljhs.htm
社大,24502,縣立中華國中,公立,[02]宜蘭縣,260,宜蘭縣宜蘭市女中路一段100號,(03)9382704,http://www.chjh.ilc.edu.tw
社大,24503,縣立復興國中,公立,[02]宜蘭縣,260,宜蘭縣宜蘭市復興路二段77號,(03)9322942,http://www.fsjh.ilc.edu.tw
社大,24504,縣立羅東國中,公立,[02]宜蘭縣,265,宜蘭縣羅東鎮中華路99號,(03)9542075,http://www.ltjh.ilc.edu.tw
學校,24505,縣立東光國中,公立,[02]宜蘭縣,265,宜蘭縣羅東鎮興東南路201號,(03)9542603,http://www.tkjh.ilc.edu.tw
學校,24506,縣立國華國中,公立,[02]宜蘭縣,265,宜蘭縣羅東鎮國華街101號,(03)9513062,http://www.ghjh.ilc.edu.tw
學校,24507,縣立頭城國中,公立,[02]宜蘭縣,261,宜蘭縣頭城鎮復興路145號,(03)9771002,http://www.tcjh.ilc.edu.tw
學校,24508,縣立蘇澳國中,公立,[02]宜蘭縣,270,宜蘭縣蘇澳鎮中山路二段1號,(03)9962137,http://www.sajh.ilc.edu.tw
遊樂園,24509,縣立文化國中,公立,[02]宜蘭縣,270,宜蘭縣蘇澳鎮永榮里新馬路2號,(03)9903060,http://www.whjh.ilc.edu.tw
遊樂園,24510,縣立南安國中,公立,[02]宜蘭縣,270,宜蘭縣蘇澳鎮學府路117號,(03)9962317,http://www.najh.ilc.edu.tw
遊樂園,24511,縣立三星國中,公立,[02]宜蘭縣,266,宜蘭縣三星鄉月眉村月眉街54號,(03)9892012,http://www.ssjh.ilc.edu.tw
站台01,24512,縣立礁溪國中,公立,[02]宜蘭縣,262,宜蘭縣礁溪鄉礁溪路四段23號,(03)9882412,http://www.csjh.ilc.edu.tw
站台01,24513,縣立吳沙國中,公立,[02]宜蘭縣,262,宜蘭縣礁溪鄉育英路79號,(03)9284701,http://www.wsjh.ilc.edu.tw
站台02,24514,縣立冬山國中,公立,[02]宜蘭縣,269,宜蘭縣冬山鄉南興村照安路26號,(03)9592076,http://www.dsjh.ilc.edu.tw
站台02,24515,縣立順安國中,公立,[02]宜蘭縣,269,宜蘭縣冬山鄉順安村永興路一段359號,(03)9581150,http://www.sanjh.ilc.edu.tw
站台02,24516,縣立五結國中,公立,[02]宜蘭縣,268,宜蘭縣五結鄉大吉村大吉五路58號,(03)9501105,http://www.wjjh.ilc.edu.tw
社大,24517,縣立興中國中,公立,[02]宜蘭縣,268,宜蘭縣五結鄉上四村中正東路50號,(03)9653453,http://www.scjh.ilc.edu.tw
社大,24518,縣立利澤國中,公立,[02]宜蘭縣,268,宜蘭縣五結鄉成興村利寶路99號,(03)9504762,http://www.ljjh.ilc.edu.tw
社大,24519,縣立員山國中,公立,[02]宜蘭縣,264,宜蘭縣員山鄉溫泉路92號,(03)9222331,http://www.ysjh.ilc.edu.tw
社大,24520,縣立內城國中(小),公立,[02]宜蘭縣,264,宜蘭縣員山鄉內城村內城路545號,(03)9221846,http://www.ryjh.ilc.edu.tw
社大,24521,縣立壯圍國中,公立,[02]宜蘭縣,263,宜蘭縣壯圍鄉富祥路588號,(03)9381773,http://www.cwjh.ilc.edu.tw
學校,24523,縣立大同國中,公立,[02]宜蘭縣,267,宜蘭縣大同鄉太平村一鄰泰雅路四段35號,(03)9809611,http://www.dtjh.ilc.edu.tw
學校,24524,縣立凱旋國中,公立,[02]宜蘭縣,260,宜蘭縣宜蘭市建業里10鄰縣政七街50巷1號,(03)9255600,http://www.ksjh.ilc.edu.tw
學校,24526,縣立人文國中(小),公立,[02]宜蘭縣,261,宜蘭縣頭城鎮拔雅里文雅路150號,(03)9773396,http://www.jwps.ilc.edu.tw
學校,41501,私立康乃薾國中(小),私立,[04]新竹縣,302,新竹縣竹北市六家一路二段115號,(03)6589188,http://w1.korrnell.com.tw
遊樂園,44501,縣立竹東國中,公立,[04]新竹縣,310,新竹縣竹東鎮公園路8號,(03)5961207,http://www.cdjh.hcc.edu.tw
遊樂園,44502,縣立二重國中,公立,[04]新竹縣,310,新竹縣竹東鎮二重里學府路132號,(03)5823083,http://www.ecjh.hcc.edu.tw
遊樂園,44503,縣立員東國中,公立,[04]新竹縣,310,新竹縣竹東鎮東峰路521號,(03)5963324,http://www.ydjh.hcc.edu.tw
站台01,44504,縣立關西國中,公立,[04]新竹縣,306,新竹縣關西鎮北斗里北門口41號,(03)5872008,http://www.khjh.hcc.edu.tw
站台01,44505,縣立石光國中,公立,[04]新竹縣,306,新竹縣關西鎮石光里308巷44號,(03)5868019,http://www.sgjh.hcc.edu.tw/bin/home.php
站台02,44506,縣立富光國中,公立,[04]新竹縣,306,新竹縣關西鎮東光里十六張49號,(03)5872224,http://www.fgjh.hcc.edu.tw
站台02,44507,縣立新埔國中,公立,[04]新竹縣,305,新竹縣新埔鎮中正路792號,(03)5882026,http://www.hpjh.hcc.edu.tw
站台02,44508,縣立照門國中,公立,[04]新竹縣,305,新竹縣新埔鎮照門里照鏡7號,(03)5890214,http://www.jmjh.hcc.edu.tw
社大,44509,縣立竹北國中,公立,[04]新竹縣,302,新竹縣竹北市中正西路154號,(03)5552064,http://www.cbjh.hcc.edu.tw
社大,44510,縣立鳳岡國中,公立,[04]新竹縣,302,新竹縣竹北市大義里鳳岡路三段100號,(03)5561284,http://www.fkjh.hcc.edu.tw
社大,44512,縣立芎林國中,公立,[04]新竹縣,307,新竹縣芎林鄉新鳳村74號,(03)5922775,http://www.cljh.hcc.edu.tw
社大,44513,縣立新豐國中,公立,[04]新竹縣,304,新竹縣新豐鄉成德街36號,(03)5596573,http://www.sfjh.hcc.edu.tw
社大,44514,縣立精華國中,公立,[04]新竹縣,304,新竹縣新豐鄉後湖村八鄰166號,(03)5680923,http://www.ghjh.hcc.edu.tw
學校,44515,縣立橫山國中,公立,[04]新竹縣,312,新竹縣橫山鄉中豐路二段415號,(03)5931665,http://www.hsjh.hcc.edu.tw
學校,44516,縣立華山國中,公立,[04]新竹縣,312,新竹縣橫山鄉橫山街一段29號,(03)5934084,http://www.hwjh.hcc.edu.tw
學校,44517,縣立寶山國中,公立,[04]新竹縣,308,新竹縣寶山鄉三峰路二段600號,(03)5202104,http://www.bsjh.hcc.edu.tw
學校,44518,縣立北埔國中,公立,[04]新竹縣,314,新竹縣北埔鄉埔尾村141號,(03)5802224,http://www.ppjh.hcc.edu.tw
遊樂園,44519,縣立峨眉國中,公立,[04]新竹縣,315,新竹縣峨眉鄉峨眉街十鄰54號,(03)5800208,http://www.omjh.hcc.edu.tw
遊樂園,44521,縣立新湖國中,公立,[04]新竹縣,303,新竹縣湖口鄉新湖路200號,(03)5992159,http://www.hhjh.hcc.edu.tw
遊樂園,44522,縣立中正國中,公立,[04]新竹縣,303,新竹縣湖口鄉仁興路135號,(03)5981067,http://www.ccjh.hcc.edu.tw
站台01,44523,縣立五峰國中,公立,[04]新竹縣,311,新竹縣五峰鄉大隘村六鄰113號,(03)5851006,http://www.wfjh.hcc.edu.tw
站台01,44524,縣立尖石國中,公立,[04]新竹縣,313,新竹縣尖石鄉嘉樂村三鄰八十號,(03)5841027,http://www.gsjh.hcc.edu.tw
站台02,44525,縣立忠孝國中,公立,[04]新竹縣,304,新竹縣新豐鄉員山村孝六街1號,(03)5572555,http://www.chjh.hcc.edu.tw
站台02,44526,縣立博愛國中,公立,[04]新竹縣,302,新竹縣竹北市縣政十三路81號,(03)5530243,http://www.pajh.hcc.edu.tw
站台02,44527,縣立仁愛國中,公立,[04]新竹縣,302,新竹縣竹北市三民路239號,(03)5530238,http://www.jajh.hcc.edu.tw
社大,44528,縣立自強國中,公立,[04]新竹縣,310,新竹縣竹東鎮自強路169號,(03)5103291,http://www.jcjh.hcc.edu.tw
社大,44529,縣立成功國中,公立,[04]新竹縣,302,新竹縣竹北市成功八路99號,(03)5505924,http://www.cgjh.hcc.edu.tw/bin/home.php
社大,44530,縣立東興國中,公立,[04]新竹縣,302,新竹縣竹北市嘉豐六路一段101號,(03)5502120,http://www.dxjh.hcc.edu.tw/bin/home.php
社大,44531,縣立北平華德福實驗學校(國中),公立,[04]新竹縣,305,新竹縣新埔鎮62號,(03)5882897,http://www.ppes.hcc.edu.tw/bin/home.php
社大,54501,縣立苗栗國中,公立,[05]苗栗縣,360,苗栗縣苗栗市高苗里木鐸山1號,(037)320226,http://www.mljh.mlc.edu.tw
學校,54502,縣立大倫國中,公立,[05]苗栗縣,360,苗栗縣苗栗市玉清里育英街82號,(037)266311,http://www.dljh.mlc.edu.tw/
學校,54503,縣立明仁國中,公立,[05]苗栗縣,360,苗栗縣苗栗市福麗里電台10號,(037)321261,http://www.mln.mlc.edu.tw
學校,54504,縣立頭屋國中,公立,[05]苗栗縣,362,苗栗縣頭屋鄉中正街86巷14號,(037)250738,http://web.twjh.mlc.edu.tw
學校,54505,縣立公館國中,公立,[05]苗栗縣,363,苗栗縣公館鄉館中村大同路3號,(037)222729,http://www.ggjh.mlc.edu.tw
遊樂園,54506,縣立鶴岡國中,公立,[05]苗栗縣,363,苗栗縣公館鄉鶴岡村178號,(037)226204,http://web.hgjh.mlc.edu.tw
遊樂園,54507,縣立文林國中,公立,[05]苗栗縣,366,苗栗縣銅鑼鄉朝陽村文化街12號,(037)981018,http://www.wljh.mlc.edu.tw/
遊樂園,54510,縣立致民國中,公立,[05]苗栗縣,358,苗栗縣苑裡鎮舊社里九鄰96之1號,(037)744788,http://www.cm.mlc.edu.tw
站台01,54511,縣立通霄國中,公立,[05]苗栗縣,357,苗栗縣通霄鎮中山路190巷1號,(037)752002,http://web.tsjh.mlc.edu.tw
站台01,54512,縣立南和國中,公立,[05]苗栗縣,357,苗栗縣通霄鎮南和里9鄰112之1號,(037)782404,http://web.nhes.mlc.edu.tw
站台02,54513,縣立烏眉國中,公立,[05]苗栗縣,357,苗栗縣通霄鎮內湖里1鄰5-1號,(037)752409,http://web.wumeies.mlc.edu.tw
站台02,54514,縣立啟新國中,公立,[05]苗栗縣,357,苗栗縣通霄鎮白東里135之2號,(037)792804,http://web.csjh.mlc.edu.tw
站台02,54515,縣立西湖國中,公立,[05]苗栗縣,368,苗栗縣西湖鄉龍洞村一鄰1之1號,(037)921016,http://www.shihujh.mlc.edu.tw
社大,54516,縣立頭份國中,公立,[05]苗栗縣,351,苗栗縣頭份市中央路275號,(037)663207,http://web.toufenjh.mlc.edu.tw
社大,54518,縣立文英國中,公立,[05]苗栗縣,351,苗栗縣頭份市尖下里200號,(037)624260,http://www.wyjh.mlc.edu.tw
社大,54519,縣立竹南國中,公立,[05]苗栗縣,350,苗栗縣竹南鎮正南里中正路92號,(037)475100,http://www.jnjh.mlc.edu.tw/
社大,54520,縣立照南國中,公立,[05]苗栗縣,350,苗栗縣竹南鎮佳興里３鄰公教路2號,(037)472750,http://www.jn.mlc.edu.tw/
社大,54521,縣立三灣國中,公立,[05]苗栗縣,352,苗栗縣三灣鄉三灣村忠信路17號,(037)831002,http://www.sw.mlc.edu.tw
學校,54522,縣立南庄國中,公立,[05]苗栗縣,353,苗栗縣南庄鄉東村中正路165號,(037)822027,http://web.njjh.mlc.edu.tw
學校,54523,縣立造橋國中,公立,[05]苗栗縣,361,苗栗縣造橋鄉造橋村1鄰老庄27號,(037)562773,http://web.tcjh.mlc.edu.tw
學校,54524,縣立大西國中,公立,[05]苗栗縣,361,苗栗縣造橋鄉大中街73號,(037)541080,https://www.dc.mlc.edu.tw/
學校,54525,縣立後龍國中,公立,[05]苗栗縣,356,苗栗縣後龍鎮南龍里勝利路250號,(037)722028,http://www.houlungjh.mlc.edu.tw
遊樂園,54526,縣立維真國中,公立,[05]苗栗縣,356,苗栗縣後龍鎮大庄里中山路252號,(037)722537,http://www.wjjh.mlc.edu.tw
遊樂園,54527,縣立大湖國中,公立,[05]苗栗縣,364,苗栗縣大湖鄉靜湖村民族路80號,(037)991022,http://www.dahujh.mlc.edu.tw
遊樂園,54528,縣立南湖國中,公立,[05]苗栗縣,364,苗栗縣大湖鄉義和村12號,(037)992956,http://www.nanhujh.mlc.edu.tw
站台01,54529,縣立獅潭國中,公立,[05]苗栗縣,354,苗栗縣獅潭鄉新店村21號,(037)931328,http://web.stjh.mlc.edu.tw
站台01,54531,縣立泰安國中(小),公立,[05]苗栗縣,365,苗栗縣泰安鄉大興村32之1號,(037)991224,http://web.taian.mlc.edu.tw
站台02,54532,縣立建國國中,公立,[05]苗栗縣,351,苗栗縣頭份市成功里建國路119號,(037)691491,http://www.jgjh.mlc.edu.tw/xoops/htdocs/
站台02,54534,縣立福興武術國中(小),公立,[05]苗栗縣,357,苗栗縣通霄鎮福興里58之2號,(037)782984,http://web.fushing.mlc.edu.tw/
站台02,54535,縣立新港國中(小),公立,[05]苗栗縣,356,苗栗縣後龍鎮校椅里校椅二路168號,(037)722547,http://www.skes.mlc.edu.tw
社大,74501,縣立北斗國中,公立,[07]彰化縣,521,彰化縣北斗鎮文苑路一段136號,(04)8882072,http://www.ptjhs.chc.edu.tw
社大,74502,縣立鹿港國中,公立,[07]彰化縣,506,彰化縣福興鄉橋頭村復興路78號,(04)7772037,http://www.lkjh.chc.edu.tw
社大,74503,縣立鹿鳴國中,公立,[07]彰化縣,505,彰化縣鹿港鎮頭南里頂草路三段167號,(04)7713846,http://www.lmjh.chc.edu.tw
社大,74504,縣立線西國中,公立,[07]彰化縣,507,彰化縣線西鄉寓埔村中央路二段145號,(04)7584129,http://www.hhjh.chc.edu.tw
社大,74505,縣立陽明國中,公立,[07]彰化縣,500,彰化縣彰化市長順街76號,(04)7222263,http://www.ymsc.chc.edu.tw
學校,74506,縣立彰安國中,公立,[07]彰化縣,500,彰化縣彰化市中正路二段530號,(04)7236117,http://www.cajh.chc.edu.tw
學校,74507,縣立彰德國中,公立,[07]彰化縣,500,彰化縣彰化市彰南路二段512巷97號,(04)7374461,http://www.ctjh.chc.edu.tw
學校,74509,縣立芬園國中,公立,[07]彰化縣,502,彰化縣芬園鄉彰南路四段27巷80號,(049)2522001,http://www.fyjh.chc.edu.tw
學校,74510,縣立員林國中,公立,[07]彰化縣,510,彰化縣員林市南興里南潭路2號,(04)8320873,http://www.yljh.chc.edu.tw
遊樂園,74511,縣立明倫國中,公立,[07]彰化縣,510,彰化縣員林市萬年里明倫路2號,(04)8311349,http://www.mljh.chc.edu.tw
遊樂園,74512,縣立萬興國中,公立,[07]彰化縣,526,彰化縣二林鎮萬興里二溪路六段626號,(04)8682978,http://www.whjh.chc.edu.tw
遊樂園,74514,縣立竹塘國中,公立,[07]彰化縣,525,彰化縣竹塘鄉竹塘村竹林路一段550號,(04)8972034,http://www.ctjhs.chc.edu.tw
站台01,74515,縣立大城國中,公立,[07]彰化縣,527,彰化縣大城鄉東城村南平路224號,(04)8941022,http://www.tcjhs.chc.edu.tw
站台01,74516,縣立草湖國中,公立,[07]彰化縣,528,彰化縣芳苑鄉草湖村功湖路140號,(04)8861051,https://sites.google.com/a/thjh.chc.edu.tw/2016home/home
站台02,74517,縣立芳苑國中,公立,[07]彰化縣,528,彰化縣芳苑鄉仁愛村斗苑路芳苑段211號,(04)8983264,http://www.fyjhs.chc.edu.tw
站台02,74518,縣立溪湖國中,公立,[07]彰化縣,514,彰化縣溪湖鎮彰水路四段60號,(04)8852132,http://www.cfjh.chc.edu.tw
站台02,74519,縣立埔鹽國中,公立,[07]彰化縣,516,彰化縣埔鹽鄉好修村中正路162號,(04)8653424,http://www.pyjh.chc.edu.tw
社大,74520,縣立埔心國中,公立,[07]彰化縣,513,彰化縣埔心鄉義民村忠義北路51號,(04)8291129,http://www.psjh.chc.edu.tw
社大,74521,縣立福興國中,公立,[07]彰化縣,506,彰化縣福興鄉西勢村員鹿路二段270號,(04)7772009,http://163.23.69.129
社大,74522,縣立秀水國中,公立,[07]彰化縣,504,彰化縣秀水鄉安東村中山路202號,(04)7696031,http://www.hsjh.chc.edu.tw
社大,74524,縣立伸港國中,公立,[07]彰化縣,509,彰化縣伸港鄉新港路280巷101號,(04)7988611,http://www.skjh.chc.edu.tw
社大,74525,縣立大村國中,公立,[07]彰化縣,515,彰化縣大村鄉村上村中山路二段240號,(04)8521231,http://www.ttjh.chc.edu.tw
學校,74526,縣立花壇國中,公立,[07]彰化縣,503,彰化縣花壇鄉長沙村彰員路二段580號,(04)7862043,http://163.23.66.179/
